beta,temperature,order_parameter
4.0,0.25,0.081088699
5.0,0.2,0.033571836
6.0,0.16666666666666666,0.1058504
7.0,0.14285714285714285,2.4214261e-08
8.0,0.125,6.6443121e-08
15.0,0.06666666666666667,7.1424502e-06
16.0,0.0625,0.1270259
18.0,0.05555555555555555,0.095232546
19.0,0.05263157894736842,0.043490611
20.0,0.05,5.5850935e-05
21.0,0.047619047619047616,0.021338681
22.0,0.045454545454545456,0.0001056495
23.0,0.043478260869565216,0.00013979459
24.0,0.041666666666666664,0.00018707449
