U,T_C,beta_C
-4.0,0.08621486661883887,11.598927646911065
-4.0,0.12467883552386398,8.02060747358036
-4.0,0.15738452387603366,6.353864886916488
-4.0,0.20488447635640136,4.880799257140773
-4.0,0.2169936525667772,4.608429731336321
